id,cut,visualCutId,visualCutTitle,visualCutIndex,start,end,speaker,dialogue,reading,visualLabel,progressLabel,image,plannedImage,fallbackImage,imagePrompt,log
ep01_v011,ep01_010,vc04,第十三レジ出現前兆,4,39.115,45.15,ミナ,二時十五分、雑誌返品。二時十七分、第十三レジ。,にじじゅうごふん、ざっしへんぴん。にじじゅうななふん、だいじゅうさんれじ。,04/20　第十三レジ出現前兆,11/83　ミナ,assets/scenes/scene_03_register.jpg,assets/scenes/planned/ep01_vc04_register_appears.jpg,assets/scenes/scene_03_register.jpg,雑誌棚とコピー機の間に銀色の古いレジが現れる瞬間。空間が少し歪み、タクミが固まる。,発話ログ　11/83 / 担当　ミナ / 声　まお / ふつー
ep01_v012,ep01_011,vc04,第十三レジ出現前兆,4,45.5,47.069,タクミ,はい。……はい？,はい。。。はい？,04/20　第十三レジ出現前兆,12/83　タクミ,assets/scenes/scene_03_register.jpg,assets/scenes/planned/ep01_vc04_register_appears.jpg,assets/scenes/scene_03_register.jpg,雑誌棚とコピー機の間に銀色の古いレジが現れる瞬間。空間が少し歪み、タクミが固まる。,発話ログ　12/83 / 担当　タクミ / 本日の営業　継続中
ep01_v014,ep01_014,vc04,第十三レジ出現前兆,4,47.969,54.722,ナレーション,タクミが聞き返した瞬間、雑誌棚とコピー機の間に、銀色の古いレジが現れた。,たくみがききかえしたしゅんかん、ざっしだなとこぴーきのあいだに、ぎんいろのふるいれじがあらわれた。,04/20　第十三レジ出現前兆,13/83　ナレーション,assets/scenes/scene_03_register.jpg,assets/scenes/planned/ep01_vc04_register_appears.jpg,assets/scenes/scene_03_register.jpg,雑誌棚とコピー機の間に銀色の古いレジが現れる瞬間。空間が少し歪み、タクミが固まる。,発話ログ　13/83 / 担当　ナレーション / 深夜帯　進行中
ep01_v015,ep01_015,vc05,営業中の第十三レジ,5,55.222,58.086,第十三レジ,第十三レジ。ただいま営業中。,だいじゅうさんれじ。ただいまえいぎょうちゅう。,05/20　営業中の第十三レジ,14/83　第十三レジ,assets/scenes/scene_03_register.jpg,assets/scenes/planned/ep01_vc05_register_talks.jpg,assets/scenes/scene_03_register.jpg,第十三レジが営業中表示を出す。タクミは驚き、ミナは当然のように無表情。ネオンシアンの発光。,発話ログ　14/83 / 担当　第十三レジ / 第十三レジ　応答中
ep01_v016,ep01_016,vc05,営業中の第十三レジ,5,58.586,59.604,タクミ,増えた……。,ふえた。,05/20　営業中の第十三レジ,15/83　タクミ,assets/scenes/scene_03_register.jpg,assets/scenes/planned/ep01_vc05_register_talks.jpg,assets/scenes/scene_03_register.jpg,第十三レジが営業中表示を出す。タクミは驚き、ミナは当然のように無表情。ネオンシアンの発光。,発話ログ　15/83 / 担当　タクミ / 本日の営業　継続中
ep01_v017,ep01_017,vc05,営業中の第十三レジ,5,59.954,61.139,ミナ,増えるよ。,ふえるよ。,05/20　営業中の第十三レジ,16/83　ミナ,assets/scenes/scene_03_register.jpg,assets/scenes/planned/ep01_vc05_register_talks.jpg,assets/scenes/scene_03_register.jpg,第十三レジが営業中表示を出す。タクミは驚き、ミナは当然のように無表情。ネオンシアンの発光。,発話ログ　16/83 / 担当　ミナ / 声　まお / ふつー
ep01_v018,ep01_018,vc05,営業中の第十三レジ,5,61.439,64.411,タクミ,コンビニって夜になるとレジが増えるんですか。,こんびにってよるになるとれじがふえるんですか。,05/20　営業中の第十三レジ,17/83　タクミ,assets/scenes/scene_03_register.jpg,assets/scenes/planned/ep01_vc05_register_talks.jpg,assets/scenes/scene_03_register.jpg,第十三レジが営業中表示を出す。タクミは驚き、ミナは当然のように無表情。ネオンシアンの発光。,発話ログ　17/83 / 担当　タクミ / 本日の営業　継続中
ep01_v019,ep01_019,vc05,営業中の第十三レジ,5,64.661,67.115,ミナ,夜勤はだいたいそう。,やきんは、だいたいそう。,05/20　営業中の第十三レジ,18/83　ミナ,assets/scenes/scene_03_register.jpg,assets/scenes/planned/ep01_vc05_register_talks.jpg,assets/scenes/scene_03_register.jpg,第十三レジが営業中表示を出す。タクミは驚き、ミナは当然のように無表情。ネオンシアンの発光。,発話ログ　18/83 / 担当　ミナ / 声　まお / ふつー
ep01_v020,ep01_018,vc05,営業中の第十三レジ,5,67.365,68.727,タクミ,絶対違う。,ぜったいちがう。,05/20　営業中の第十三レジ,19/83　タクミ,assets/scenes/scene_03_register.jpg,assets/scenes/planned/ep01_vc05_register_talks.jpg,assets/scenes/scene_03_register.jpg,第十三レジが営業中表示を出す。タクミは驚き、ミナは当然のように無表情。ネオンシアンの発光。,発話ログ　19/83 / 担当　タクミ / 本日の営業　継続中
ep01_v022,ep01_021,vc06,未来の会社員来店,6,69.677,73.587,ナレーション,入ってきたのは、くたびれたスーツ姿の男だった。,はいってきたのは、くたびれたすーつすがたのおとこだった。,06/20　未来の会社員来店,20/83　ナレーション,assets/scenes/scene_04_future_worker_enters.jpg,assets/scenes/planned/ep01_vc06_future_worker_enters.jpg,assets/scenes/scene_04_future_worker_enters.jpg,くたびれたスーツ姿の未来の会社員が入店。肩の小型液晶、首元の透明パッチ、疲労感。,発話ログ　20/83 / 担当　ナレーション / 深夜帯　進行中
ep01_v023,ep01_021,vc06,未来の会社員来店,6,73.837,80.624,ナレーション,肩の小さな液晶には、残業時間二百七十六時間、と表示されている。,かたのちいさなえきしょうには、ざんぎょうじかん、にひゃくななじゅうろくじかん、とひょうじされている。,06/20　未来の会社員来店,21/83　ナレーション,assets/scenes/scene_04_future_worker_enters.jpg,assets/scenes/planned/ep01_vc06_future_worker_enters.jpg,assets/scenes/scene_04_future_worker_enters.jpg,くたびれたスーツ姿の未来の会社員が入店。肩の小型液晶、首元の透明パッチ、疲労感。,発話ログ　21/83 / 担当　ナレーション / 深夜帯　進行中
ep01_v024,ep01_021,vc06,未来の会社員来店,6,80.874,87.047,ナレーション,首元の透明なパッチが、レジの電子音に合わせて一度だけ銀色に光った。,くびもとのとうめいなぱっちが、れじのでんしおんにあわせていちどだけぎんいろにひかった。,06/20　未来の会社員来店,22/83　ナレーション,assets/scenes/scene_04_future_worker_enters.jpg,assets/scenes/planned/ep01_vc06_future_worker_enters.jpg,assets/scenes/scene_04_future_worker_enters.jpg,くたびれたスーツ姿の未来の会社員が入店。肩の小型液晶、首元の透明パッチ、疲労感。,発話ログ　22/83 / 担当　ナレーション / 深夜帯　進行中
ep01_v025,ep01_022,vc07,五十年後の返品相談,7,87.547,89.924,未来の会社員,返品、お願いします。,へんぴん、おねがいします。,07/20　五十年後の返品相談,23/83　未来の会社員,assets/scenes/scene_04_future_worker_enters.jpg,assets/scenes/planned/ep01_vc07_future_return_counter.jpg,assets/scenes/scene_04_future_worker_enters.jpg,レジ前で未来の会社員が返品を頼む。ミナは通常接客、タクミは対応マニュアルを探す。,発話ログ　23/83 / 担当　未来の会社員 / 未来案件　処理中
ep01_v026,ep01_023,vc07,五十年後の返品相談,7,90.274,92.425,ミナ,レシートはお持ちですか。,れしーとはおもちですか。,07/20　五十年後の返品相談,24/83　ミナ,assets/scenes/scene_04_future_worker_enters.jpg,assets/scenes/planned/ep01_vc07_future_return_counter.jpg,assets/scenes/scene_04_future_worker_enters.jpg,レジ前で未来の会社員が返品を頼む。ミナは通常接客、タクミは対応マニュアルを探す。,発話ログ　24/83 / 担当　ミナ / 声　まお / ふつー
ep01_v027,ep01_024,vc07,五十年後の返品相談,7,92.675,95.218,未来の会社員,五十年後に発行されます。,ごじゅうねんごにはっこうされます。,07/20　五十年後の返品相談,25/83　未来の会社員,assets/scenes/scene_04_future_worker_enters.jpg,assets/scenes/planned/ep01_vc07_future_return_counter.jpg,assets/scenes/scene_04_future_worker_enters.jpg,レジ前で未来の会社員が返品を頼む。ミナは通常接客、タクミは対応マニュアルを探す。,発話ログ　25/83 / 担当　未来の会社員 / 未来案件　処理中
ep01_v028,ep01_025,vc07,五十年後の返品相談,7,95.668,98.43,タクミ,ミナさん。対応マニュアルあります？,みなさん。たいおうまにゅあるあります？,07/20　五十年後の返品相談,26/83　タクミ,assets/scenes/scene_04_future_worker_enters.jpg,assets/scenes/planned/ep01_vc07_future_return_counter.jpg,assets/scenes/scene_04_future_worker_enters.jpg,レジ前で未来の会社員が返品を頼む。ミナは通常接客、タクミは対応マニュアルを探す。,発話ログ　26/83 / 担当　タクミ / 本日の営業　継続中
ep01_v029,ep01_026,vc07,五十年後の返品相談,7,98.68,100.926,ミナ,まず、いらっしゃいませ。,まず、いらっしゃいませ。,07/20　五十年後の返品相談,27/83　ミナ,assets/scenes/scene_04_future_worker_enters.jpg,assets/scenes/planned/ep01_vc07_future_return_counter.jpg,assets/scenes/scene_04_future_worker_enters.jpg,レジ前で未来の会社員が返品を頼む。ミナは通常接客、タクミは対応マニュアルを探す。,発話ログ　27/83 / 担当　ミナ / 声　まお / ふつー
ep01_v030,ep01_025,vc07,五十年後の返品相談,7,101.176,102.991,タクミ,そこからなんですね。,そこからなんですね。,07/20　五十年後の返品相談,28/83　タクミ,assets/scenes/scene_04_future_worker_enters.jpg,assets/scenes/planned/ep01_vc07_future_return_counter.jpg,assets/scenes/scene_04_future_worker_enters.jpg,レジ前で未来の会社員が返品を頼む。ミナは通常接客、タクミは対応マニュアルを探す。,発話ログ　28/83 / 担当　タクミ / 本日の営業　継続中
ep01_v031,ep01_027,vc08,未来おにぎりスキャン,8,103.491,106.056,ナレーション,男は袋からおにぎりを出した。,おとこはふくろからおにぎりをだした。,08/20　未来おにぎりスキャン,29/83　ナレーション,assets/scenes/scene_05_future_onigiri_scan.jpg,assets/scenes/planned/ep01_vc08_future_onigiri_scan.jpg,assets/scenes/scene_05_future_onigiri_scan.jpg,完全栄養おにぎり・思い出の鮭を第十三レジでスキャン。警告表示、人類生存率、タクミの焦り。,発話ログ　29/83 / 担当　ナレーション / 深夜帯　進行中
ep01_v032,ep01_028,vc08,未来おにぎりスキャン,8,106.256,110.621,ナレーション,パッケージには、完全栄養おにぎり・思い出の鮭。,ぱっけーじには、かんぜんえいようおにぎり、おもいでのしゃけ。,08/20　未来おにぎりスキャン,30/83　ナレーション,assets/scenes/scene_05_future_onigiri_scan.jpg,assets/scenes/planned/ep01_vc08_future_onigiri_scan.jpg,assets/scenes/scene_05_future_onigiri_scan.jpg,完全栄養おにぎり・思い出の鮭を第十三レジでスキャン。警告表示、人類生存率、タクミの焦り。,発話ログ　30/83 / 担当　ナレーション / 深夜帯　進行中
ep01_v033,ep01_028,vc08,未来おにぎりスキャン,8,110.871,115.184,ナレーション,製造年月日、二〇七四年六月十二日。,せいぞうねんがっぴ、にせんななじゅうよねんろくがつじゅうににち。,08/20　未来おにぎりスキャン,31/83　ナレーション,assets/scenes/scene_05_future_onigiri_scan.jpg,assets/scenes/planned/ep01_vc08_future_onigiri_scan.jpg,assets/scenes/scene_05_future_onigiri_scan.jpg,完全栄養おにぎり・思い出の鮭を第十三レジでスキャン。警告表示、人類生存率、タクミの焦り。,発話ログ　31/83 / 担当　ナレーション / 深夜帯　進行中
ep01_v034,ep01_029,vc08,未来おにぎりスキャン,8,115.684,120.514,第十三レジ,警告。この商品は未来の食糧危機解決候補です。,けいこく。このしょうひんは、みらいのしょくりょうきき、かいけつこうほです。,08/20　未来おにぎりスキャン,32/83　第十三レジ,assets/scenes/scene_05_future_onigiri_scan.jpg,assets/scenes/planned/ep01_vc08_future_onigiri_scan.jpg,assets/scenes/scene_05_future_onigiri_scan.jpg,完全栄養おにぎり・思い出の鮭を第十三レジでスキャン。警告表示、人類生存率、タクミの焦り。,発話ログ　32/83 / 担当　第十三レジ / 第十三レジ　応答中
ep01_v035,ep01_030,vc08,未来おにぎりスキャン,8,120.714,127.049,第十三レジ,誤返品により人類生存率が三・二パーセント低下します。,ごへんぴんにより、じんるいせいぞんりつが、さんてん、にぱーせんと、ていかします。,08/20　未来おにぎりスキャン,33/83　第十三レジ,assets/scenes/scene_05_future_onigiri_scan.jpg,assets/scenes/planned/ep01_vc08_future_onigiri_scan.jpg,assets/scenes/scene_05_future_onigiri_scan.jpg,完全栄養おにぎり・思い出の鮭を第十三レジでスキャン。警告表示、人類生存率、タクミの焦り。,発話ログ　33/83 / 担当　第十三レジ / 第十三レジ　応答中
ep01_v036,ep01_031,vc08,未来おにぎりスキャン,8,127.499,130.856,タクミ,ミナさん、僕の時給で扱っていい数字じゃないです。,みなさん、ぼくのじきゅうであつかっていいすうじじゃないです。,08/20　未来おにぎりスキャン,34/83　タクミ,assets/scenes/scene_05_future_onigiri_scan.jpg,assets/scenes/planned/ep01_vc08_future_onigiri_scan.jpg,assets/scenes/scene_05_future_onigiri_scan.jpg,完全栄養おにぎり・思い出の鮭を第十三レジでスキャン。警告表示、人類生存率、タクミの焦り。,発話ログ　34/83 / 担当　タクミ / 本日の営業　継続中
ep01_v037,ep01_032,vc09,始末書を気にする未来人,9,131.306,136.335,未来の会社員,うちの課が試験販売前の商品を過去へ誤配送しまして。,うちのかが、しけんはんばいまえのしょうひんを、かこへ、ごはいそうしまして。,09/20　始末書を気にする未来人,35/83　未来の会社員,assets/scenes/scene_04_future_worker_enters.jpg,assets/scenes/planned/ep01_vc09_future_worker_excuse.jpg,assets/scenes/scene_04_future_worker_enters.jpg,未来の会社員が始末書を気にしている。タクミが引き気味にツッコミ、ミナは静観。,発話ログ　35/83 / 担当　未来の会社員 / 未来案件　処理中
ep01_v038,ep01_033,vc09,始末書を気にする未来人,9,136.585,139.331,未来の会社員,返品しないと始末書が増えます。,へんぴんしないと、しまつしょがふえます。,09/20　始末書を気にする未来人,36/83　未来の会社員,assets/scenes/scene_04_future_worker_enters.jpg,assets/scenes/planned/ep01_vc09_future_worker_excuse.jpg,assets/scenes/scene_04_future_worker_enters.jpg,未来の会社員が始末書を気にしている。タクミが引き気味にツッコミ、ミナは静観。,発話ログ　36/83 / 担当　未来の会社員 / 未来案件　処理中
ep01_v039,ep01_034,vc09,始末書を気にする未来人,9,139.631,142.044,タクミ,人類より始末書を気にしてる。,じんるいより、しまつしょをきにしてる。,09/20　始末書を気にする未来人,37/83　タクミ,assets/scenes/scene_04_future_worker_enters.jpg,assets/scenes/planned/ep01_vc09_future_worker_excuse.jpg,assets/scenes/scene_04_future_worker_enters.jpg,未来の会社員が始末書を気にしている。タクミが引き気味にツッコミ、ミナは静観。,発話ログ　37/83 / 担当　タクミ / 本日の営業　継続中
ep01_v040,ep01_035,vc09,始末書を気にする未来人,9,142.294,144.195,未来の会社員,会社員なので。,かいしゃいんなので。,09/20　始末書を気にする未来人,38/83　未来の会社員,assets/scenes/scene_04_future_worker_enters.jpg,assets/scenes/planned/ep01_vc09_future_worker_excuse.jpg,assets/scenes/scene_04_future_worker_enters.jpg,未来の会社員が始末書を気にしている。タクミが引き気味にツッコミ、ミナは静観。,発話ログ　38/83 / 担当　未来の会社員 / 未来案件　処理中
ep01_v041,ep01_034,vc09,始末書を気にする未来人,9,144.445,146.332,タクミ,説得力が嫌だ。,せっとくりょくがいやだ。,09/20　始末書を気にする未来人,39/83　タクミ,assets/scenes/scene_04_future_worker_enters.jpg,assets/scenes/planned/ep01_vc09_future_worker_excuse.jpg,assets/scenes/scene_04_future_worker_enters.jpg,未来の会社員が始末書を気にしている。タクミが引き気味にツッコミ、ミナは静観。,発話ログ　39/83 / 担当　タクミ / 本日の営業　継続中
ep01_v042,ep01_036,vc10,時空返品メニュー,10,146.882,156.136,ナレーション,第十三レジの画面には、通常返品、時空返品、存在取消、温める、店長呼出、と並んでいた。,だいじゅうさんれじのがめんには、つうじょうへんぴん、じくうへんぴん、そんざいとりけし、あたためる、てんちょうよびだし、とならんでいた。,10/20　時空返品メニュー,40/83　ナレーション,assets/scenes/scene_05_future_onigiri_scan.jpg,assets/scenes/planned/ep01_vc10_time_return_menu.jpg,assets/scenes/scene_05_future_onigiri_scan.jpg,第十三レジの画面に、通常返品、時空返品、存在取消、温める、店長呼出のメニューが並ぶ。,発話ログ　40/83 / 担当　ナレーション / 深夜帯　進行中
ep01_v043,ep01_037,vc10,時空返品メニュー,10,156.486,158.224,タクミ,店長呼出があります。,てんちょうよびだしがあります。,10/20　時空返品メニュー,41/83　タクミ,assets/scenes/scene_05_future_onigiri_scan.jpg,assets/scenes/planned/ep01_vc10_time_return_menu.jpg,assets/scenes/scene_05_future_onigiri_scan.jpg,第十三レジの画面に、通常返品、時空返品、存在取消、温める、店長呼出のメニューが並ぶ。,発話ログ　41/83 / 担当　タクミ / 本日の営業　継続中
ep01_v044,ep01_038,vc10,時空返品メニュー,10,158.424,159.569,ミナ,押さない。,おさない。,10/20　時空返品メニュー,42/83　ミナ,assets/scenes/scene_05_future_onigiri_scan.jpg,assets/scenes/planned/ep01_vc10_time_return_menu.jpg,assets/scenes/scene_05_future_onigiri_scan.jpg,第十三レジの画面に、通常返品、時空返品、存在取消、温める、店長呼出のメニューが並ぶ。,発話ログ　42/83 / 担当　ミナ / 声　まお / ふつー
ep01_v045,ep01_037,vc10,時空返品メニュー,10,159.769,160.856,タクミ,なぜ。,なぜ。,10/20　時空返品メニュー,43/83　タクミ,assets/scenes/scene_05_future_onigiri_scan.jpg,assets/scenes/planned/ep01_vc10_time_return_menu.jpg,assets/scenes/scene_05_future_onigiri_scan.jpg,第十三レジの画面に、通常返品、時空返品、存在取消、温める、店長呼出のメニューが並ぶ。,発話ログ　43/83 / 担当　タクミ / 本日の営業　継続中
ep01_v046,ep01_038,vc10,時空返品メニュー,10,161.006,163.19,ミナ,二時以降は出ない。,にじいこうは、でない。,10/20　時空返品メニュー,44/83　ミナ,assets/scenes/scene_05_future_onigiri_scan.jpg,assets/scenes/planned/ep01_vc10_time_return_menu.jpg,assets/scenes/scene_05_future_onigiri_scan.jpg,第十三レジの画面に、通常返品、時空返品、存在取消、温める、店長呼出のメニューが並ぶ。,発話ログ　44/83 / 担当　ミナ / 声　まお / ふつー
ep01_v047,ep01_037,vc10,時空返品メニュー,10,163.39,165.632,タクミ,店長呼出の存在意義。,てんちょうよびだしのそんざいいぎ。,10/20　時空返品メニュー,45/83　タクミ,assets/scenes/scene_05_future_onigiri_scan.jpg,assets/scenes/planned/ep01_vc10_time_return_menu.jpg,assets/scenes/scene_05_future_onigiri_scan.jpg,第十三レジの画面に、通常返品、時空返品、存在取消、温める、店長呼出のメニューが並ぶ。,発話ログ　45/83 / 担当　タクミ / 本日の営業　継続中
ep01_v048,ep01_039,vc11,残り三分と七万二千円,11,166.082,167.99,第十三レジ,残り時間、三分。,のこりじかん、さんぷん。,11/20　残り三分と七万二千円,46/83　第十三レジ,assets/scenes/scene_05_future_onigiri_scan.jpg,assets/scenes/planned/ep01_vc11_countdown_cost.jpg,assets/scenes/scene_05_future_onigiri_scan.jpg,第十三レジのカウントダウン、仕入れ原価七万二千円表示。タクミが即座に返品を決意する。,発話ログ　46/83 / 担当　第十三レジ / 第十三レジ　応答中
ep01_v049,ep01_040,vc11,残り三分と七万二千円,11,168.19,175.016,第十三レジ,二時二十分を過ぎると、この商品は現代店舗の新商品として定着します。,にじにじゅっぷんをすぎると、このしょうひんは、げんだいてんぽのしんしょうひんとして、ていちゃくします。,11/20　残り三分と七万二千円,47/83　第十三レジ,assets/scenes/scene_05_future_onigiri_scan.jpg,assets/scenes/planned/ep01_vc11_countdown_cost.jpg,assets/scenes/scene_05_future_onigiri_scan.jpg,第十三レジのカウントダウン、仕入れ原価七万二千円表示。タクミが即座に返品を決意する。,発話ログ　47/83 / 担当　第十三レジ / 第十三レジ　応答中
ep01_v050,ep01_040,vc11,残り三分と七万二千円,11,175.216,178.007,第十三レジ,仕入れ原価、一個七万二千円。,しいれげんか、いっこななまんにせんえん。,11/20　残り三分と七万二千円,48/83　第十三レジ,assets/scenes/scene_05_future_onigiri_scan.jpg,assets/scenes/planned/ep01_vc11_countdown_cost.jpg,assets/scenes/scene_05_future_onigiri_scan.jpg,第十三レジのカウントダウン、仕入れ原価七万二千円表示。タクミが即座に返品を決意する。,発話ログ　48/83 / 担当　第十三レジ / 第十三レジ　応答中
ep01_v051,ep01_041,vc11,残り三分と七万二千円,11,178.357,179.633,タクミ,返品しましょう。,へんぴんしましょう。,11/20　残り三分と七万二千円,49/83　タクミ,assets/scenes/scene_05_future_onigiri_scan.jpg,assets/scenes/planned/ep01_vc11_countdown_cost.jpg,assets/scenes/scene_05_future_onigiri_scan.jpg,第十三レジのカウントダウン、仕入れ原価七万二千円表示。タクミが即座に返品を決意する。,発話ログ　49/83 / 担当　タクミ / 本日の営業　継続中
ep01_v052,ep01_042,vc12,世界の分岐をレンジへ,12,179.983,183.112,ミナ,こちらの商品、温めますか。,こちらのしょうひん、あたためますか。,12/20　世界の分岐をレンジへ,50/83　ミナ,assets/scenes/scene_06_microwave.jpg,assets/scenes/planned/ep01_vc12_microwave_choice.jpg,assets/scenes/scene_06_microwave.jpg,ミナが温め確認をし、未来おにぎりが電子レンジへ。タクミが全力でツッコむ。,発話ログ　50/83 / 担当　ミナ / 声　まお / ふつー
ep01_v053,ep01_043,vc12,世界の分岐をレンジへ,12,183.362,184.641,タクミ,この状況で！？,このじょうきょうで？,12/20　世界の分岐をレンジへ,51/83　タクミ,assets/scenes/scene_06_microwave.jpg,assets/scenes/planned/ep01_vc12_microwave_choice.jpg,assets/scenes/scene_06_microwave.jpg,ミナが温め確認をし、未来おにぎりが電子レンジへ。タクミが全力でツッコむ。,発話ログ　51/83 / 担当　タクミ / 本日の営業　継続中
ep01_v054,ep01_044,vc12,世界の分岐をレンジへ,12,184.891,186.498,未来の会社員,お願いします。,おねがいします。,12/20　世界の分岐をレンジへ,52/83　未来の会社員,assets/scenes/scene_06_microwave.jpg,assets/scenes/planned/ep01_vc12_microwave_choice.jpg,assets/scenes/scene_06_microwave.jpg,ミナが温め確認をし、未来おにぎりが電子レンジへ。タクミが全力でツッコむ。,発話ログ　52/83 / 担当　未来の会社員 / 未来案件　処理中
