deck_name,candidate_origin,route_type,route_score,adjusted_route_score,required_mana_estimate,earliest_route_turn,route_reproducibility_score,route_risk_score,nearest_known_combo,known_combo_similarity,target_meta_decks,route_seed_cards,seed_quality_penalty,seed_quality_reasons,state_chain,required_support_roles,missing_support_states,route_evaluation_comment,strategy_note,avg_seed_cost,difference_from_known_combo,known_combo_pattern_type,max_seed_cost,meta_hit_reason,raw_adjusted_route_score,score_cap_reasons,seed_cards,strict_quality_filter,target_meta_deck_rows
route_seed opponent_deckout_win: 防御から相手山札圧力 #1,route_based,opponent_deckout_win,68,63,2,3,71,20,QQQX 終焉の開闢 山札破壊ループ,14,,水面護り ハコフ / 蓄積された魔力の縛り / 連唱 ハルカス・ドロー,12,seed内の役割が重複しすぎている可能性,水面護り ハコフ/蓄積された魔力の縛り -> 連唱 ハルカス・ドロー ->  -> opponent_deckout_win (defense:+2 / opponent_deck_pressure:+2 / disruption:+1 / opponent_action_lock:+1),サーチ/ドロー,access_to_seed,研究検証候補です。 ただしスコア上限理由があります: 既知コンボ類似度が20未満で、構造接続が未確認;刺さり候補環境デッキが未確認;不足補助役割が残っている。 カード間の実接続、フォーマット適合、環境対面を確認してください。,route_seed_generator v1。plan=防御から相手山札圧力。平均コスト=1.50 / 最大コスト=2。この候補は保存前にroute_candidate_evaluatorで現実補正してください。,1.5,QQQX 終焉の開闢 山札破壊ループとの共通点は限定的です。 pattern_type=ループ / seed=水面護り ハコフ / 蓄積された魔力の縛り / 連唱 ハルカス・ドロー。相手山札圧力と自分の防御/山札切れ回避を両立できるかが差分確認点です。,ループ,2,,87,既知コンボ類似度が20未満で、構造接続が未確認;刺さり候補環境デッキが未確認;不足補助役割が残っている,水面護り ハコフ/蓄積された魔力の縛り / 連唱 ハルカス・ドロー,True,[]
route_seed opponent_deckout_win: 防御から相手山札圧力 #2,route_based,opponent_deckout_win,68,63,2,3,61,28,グスタフ 落城の計 拘束ループ,14,,水面護り ハコフ / 蓄積された魔力の縛り / 連唱 ハルカス・ドロー / 封魔ウェバリス,12,seed内の役割が重複しすぎている可能性,水面護り ハコフ/蓄積された魔力の縛り -> 連唱 ハルカス・ドロー -> 封魔ウェバリス -> opponent_deckout_win (defense:+2 / opponent_deck_pressure:+2 / disruption:+1 / opponent_action_lock:+1),サーチ/ドロー,access_to_seed,研究検証候補です。 ただしスコア上限理由があります: 既知コンボ類似度が20未満で、構造接続が未確認;刺さり候補環境デッキが未確認;再現性スコアが中程度;不足補助役割が残っている。 カード間の実接続、フォーマット適合、環境対面を確認してください。,route_seed_generator v1。plan=防御から相手山札圧力。平均コスト=1.33 / 最大コスト=2。この候補は保存前にroute_candidate_evaluatorで現実補正してください。,1.33,グスタフ 落城の計 拘束ループとの共通点は限定的です。 pattern_type=ループ / seed=水面護り ハコフ / 蓄積された魔力の縛り / 連唱 ハルカス・ドロー / 封魔ウェバリス。相手山札圧力と自分の防御/山札切れ回避を両立できるかが差分確認点です。,ループ,2,,81,既知コンボ類似度が20未満で、構造接続が未確認;刺さり候補環境デッキが未確認;再現性スコアが中程度;不足補助役割が残っている,水面護り ハコフ/蓄積された魔力の縛り / 連唱 ハルカス・ドロー / 封魔ウェバリス,True,[]
route_seed opponent_deckout_win: 防御から相手山札圧力 #28,route_based,opponent_deckout_win,68,63,2,3,61,28,QQQX 終焉の開闢 山札破壊ループ,14,,生意気な衛兵 メダカ / 連唱 ハルカス・ドロー / 水面護り ハコフ / 蓄積された魔力の縛り,12,seed内の役割が重複しすぎている可能性,生意気な衛兵 メダカ -> 連唱 ハルカス・ドロー -> 水面護り ハコフ/蓄積された魔力の縛り -> opponent_deckout_win (defense:+2 / opponent_deck_pressure:+2 / disruption:+1 / opponent_action_lock:+1),サーチ/ドロー,access_to_seed,研究検証候補です。 ただしスコア上限理由があります: 既知コンボ類似度が20未満で、構造接続が未確認;刺さり候補環境デッキが未確認;再現性スコアが中程度;不足補助役割が残っている。 カード間の実接続、フォーマット適合、環境対面を確認してください。,route_seed_generator v1。plan=防御から相手山札圧力。平均コスト=1.33 / 最大コスト=2。この候補は保存前にroute_candidate_evaluatorで現実補正してください。,1.33,QQQX 終焉の開闢 山札破壊ループとの共通点は限定的です。 pattern_type=ループ / seed=生意気な衛兵 メダカ / 連唱 ハルカス・ドロー / 水面護り ハコフ / 蓄積された魔力の縛り。相手山札圧力と自分の防御/山札切れ回避を両立できるかが差分確認点です。,ループ,2,,81,既知コンボ類似度が20未満で、構造接続が未確認;刺さり候補環境デッキが未確認;再現性スコアが中程度;不足補助役割が残っている,生意気な衛兵 メダカ / 連唱 ハルカス・ドロー / 水面護り ハコフ/蓄積された魔力の縛り,True,[]
route_seed opponent_deckout_win: 防御から相手山札圧力 #29,route_based,opponent_deckout_win,68,63,2,3,71,20,QQQX 終焉の開闢 山札破壊ループ,14,,生意気な衛兵 メダカ / 連唱 ハルカス・ドロー / 封魔ウェバリス,12,seed内の役割が重複しすぎている可能性,生意気な衛兵 メダカ -> 連唱 ハルカス・ドロー -> 封魔ウェバリス -> opponent_deckout_win (defense:+2 / opponent_deck_pressure:+2 / disruption:+1 / opponent_action_lock:+1),サーチ/ドロー,access_to_seed,研究検証候補です。 ただしスコア上限理由があります: 既知コンボ類似度が20未満で、構造接続が未確認;刺さり候補環境デッキが未確認;不足補助役割が残っている。 カード間の実接続、フォーマット適合、環境対面を確認してください。,route_seed_generator v1。plan=防御から相手山札圧力。平均コスト=1.33 / 最大コスト=2。この候補は保存前にroute_candidate_evaluatorで現実補正してください。,1.33,QQQX 終焉の開闢 山札破壊ループとの共通点は限定的です。 pattern_type=ループ / seed=生意気な衛兵 メダカ / 連唱 ハルカス・ドロー / 封魔ウェバリス。相手山札圧力と自分の防御/山札切れ回避を両立できるかが差分確認点です。,ループ,2,,87,既知コンボ類似度が20未満で、構造接続が未確認;刺さり候補環境デッキが未確認;不足補助役割が残っている,生意気な衛兵 メダカ / 連唱 ハルカス・ドロー / 封魔ウェバリス,True,[]
route_seed opponent_deckout_win: 防御から相手山札圧力 #55,route_based,opponent_deckout_win,68,63,2,3,61,28,グスタフ 落城の計 拘束ループ,14,,火炎流星弾 / 連唱 ハルカス・ドロー / 水面護り ハコフ / 蓄積された魔力の縛り,12,seed内の役割が重複しすぎている可能性,火炎流星弾 -> 連唱 ハルカス・ドロー -> 水面護り ハコフ/蓄積された魔力の縛り -> opponent_deckout_win (defense:+2 / opponent_deck_pressure:+2 / disruption:+1 / opponent_action_lock:+1),サーチ/ドロー,access_to_seed,研究検証候補です。 ただしスコア上限理由があります: 既知コンボ類似度が20未満で、構造接続が未確認;刺さり候補環境デッキが未確認;再現性スコアが中程度;不足補助役割が残っている。 カード間の実接続、フォーマット適合、環境対面を確認してください。,route_seed_generator v1。plan=防御から相手山札圧力。平均コスト=1.33 / 最大コスト=2。この候補は保存前にroute_candidate_evaluatorで現実補正してください。,1.33,グスタフ 落城の計 拘束ループとの共通点は限定的です。 pattern_type=ループ / seed=火炎流星弾 / 連唱 ハルカス・ドロー / 水面護り ハコフ / 蓄積された魔力の縛り。相手山札圧力と自分の防御/山札切れ回避を両立できるかが差分確認点です。,ループ,2,,81,既知コンボ類似度が20未満で、構造接続が未確認;刺さり候補環境デッキが未確認;再現性スコアが中程度;不足補助役割が残っている,火炎流星弾 / 連唱 ハルカス・ドロー / 水面護り ハコフ/蓄積された魔力の縛り,True,[]
route_seed opponent_deckout_win: 防御から相手山札圧力 #56,route_based,opponent_deckout_win,68,63,2,3,71,20,QQQX 終焉の開闢 山札破壊ループ,14,,火炎流星弾 / 連唱 ハルカス・ドロー / 封魔ウェバリス,12,seed内の役割が重複しすぎている可能性,火炎流星弾 -> 連唱 ハルカス・ドロー -> 封魔ウェバリス -> opponent_deckout_win (defense:+2 / opponent_deck_pressure:+2 / disruption:+1 / opponent_action_lock:+1),サーチ/ドロー,access_to_seed,研究検証候補です。 ただしスコア上限理由があります: 既知コンボ類似度が20未満で、構造接続が未確認;刺さり候補環境デッキが未確認;不足補助役割が残っている。 カード間の実接続、フォーマット適合、環境対面を確認してください。,route_seed_generator v1。plan=防御から相手山札圧力。平均コスト=1.33 / 最大コスト=2。この候補は保存前にroute_candidate_evaluatorで現実補正してください。,1.33,QQQX 終焉の開闢 山札破壊ループとの共通点は限定的です。 pattern_type=ループ / seed=火炎流星弾 / 連唱 ハルカス・ドロー / 封魔ウェバリス。相手山札圧力と自分の防御/山札切れ回避を両立できるかが差分確認点です。,ループ,2,,87,既知コンボ類似度が20未満で、構造接続が未確認;刺さり候補環境デッキが未確認;不足補助役割が残っている,火炎流星弾 / 連唱 ハルカス・ドロー / 封魔ウェバリス,True,[]
route_seed opponent_deckout_win: 防御から相手山札圧力 #82,route_based,opponent_deckout_win,68,63,2,3,61,28,グスタフ 落城の計 拘束ループ,14,,プロテクト・フォース / 連唱 ハルカス・ドロー / 水面護り ハコフ / 蓄積された魔力の縛り,12,seed内の役割が重複しすぎている可能性,プロテクト・フォース -> 連唱 ハルカス・ドロー -> 水面護り ハコフ/蓄積された魔力の縛り -> opponent_deckout_win (defense:+2 / opponent_deck_pressure:+2 / disruption:+1 / opponent_action_lock:+1),サーチ/ドロー,access_to_seed,研究検証候補です。 ただしスコア上限理由があります: 既知コンボ類似度が20未満で、構造接続が未確認;刺さり候補環境デッキが未確認;再現性スコアが中程度;不足補助役割が残っている。 カード間の実接続、フォーマット適合、環境対面を確認してください。,route_seed_generator v1。plan=防御から相手山札圧力。平均コスト=1.33 / 最大コスト=2。この候補は保存前にroute_candidate_evaluatorで現実補正してください。,1.33,グスタフ 落城の計 拘束ループとの共通点は限定的です。 pattern_type=ループ / seed=プロテクト・フォース / 連唱 ハルカス・ドロー / 水面護り ハコフ / 蓄積された魔力の縛り。相手山札圧力と自分の防御/山札切れ回避を両立できるかが差分確認点です。,ループ,2,,81,既知コンボ類似度が20未満で、構造接続が未確認;刺さり候補環境デッキが未確認;再現性スコアが中程度;不足補助役割が残っている,プロテクト・フォース / 連唱 ハルカス・ドロー / 水面護り ハコフ/蓄積された魔力の縛り,True,[]
route_seed opponent_deckout_win: 防御から相手山札圧力 #83,route_based,opponent_deckout_win,68,63,2,3,71,20,QQQX 終焉の開闢 山札破壊ループ,14,,プロテクト・フォース / 連唱 ハルカス・ドロー / 封魔ウェバリス,12,seed内の役割が重複しすぎている可能性,プロテクト・フォース -> 連唱 ハルカス・ドロー -> 封魔ウェバリス -> opponent_deckout_win (defense:+2 / opponent_deck_pressure:+2 / disruption:+1 / opponent_action_lock:+1),サーチ/ドロー,access_to_seed,研究検証候補です。 ただしスコア上限理由があります: 既知コンボ類似度が20未満で、構造接続が未確認;刺さり候補環境デッキが未確認;不足補助役割が残っている。 カード間の実接続、フォーマット適合、環境対面を確認してください。,route_seed_generator v1。plan=防御から相手山札圧力。平均コスト=1.33 / 最大コスト=2。この候補は保存前にroute_candidate_evaluatorで現実補正してください。,1.33,QQQX 終焉の開闢 山札破壊ループとの共通点は限定的です。 pattern_type=ループ / seed=プロテクト・フォース / 連唱 ハルカス・ドロー / 封魔ウェバリス。相手山札圧力と自分の防御/山札切れ回避を両立できるかが差分確認点です。,ループ,2,,87,既知コンボ類似度が20未満で、構造接続が未確認;刺さり候補環境デッキが未確認;不足補助役割が残っている,プロテクト・フォース / 連唱 ハルカス・ドロー / 封魔ウェバリス,True,[]
route_seed loop_converted_win: リソース循環から勝利出力 #1,route_based,loop_converted_win,67,63,2,3,67,28,青単スコーラー 追加ターン連打,14,自然単デンジャデオン(ND/Tier Current),連唱 ハルカス・ドロー / デスマッチ・ビートル / 水面護り ハコフ / 蓄積された魔力の縛り,12,seed内の役割が重複しすぎている可能性,連唱 ハルカス・ドロー -> デスマッチ・ビートル -> 水面護り ハコフ/蓄積された魔力の縛り -> loop_converted_win (resource_loop:+3 / hand:+1 / board:+1 / win_progress:+2),サーチ/ドロー,access_to_seed,研究検証候補です。 ただしスコア上限理由があります: 既知コンボ類似度が20未満で、構造接続が未確認;不足補助役割が残っている。 カード間の実接続、フォーマット適合、環境対面を確認してください。,route_seed_generator v1。plan=リソース循環から勝利出力。平均コスト=1.67 / 最大コスト=2。この候補は保存前にroute_candidate_evaluatorで現実補正してください。,1.67,青単スコーラー 追加ターン連打との共通点は限定的です。 pattern_type=価値増幅 / seed=連唱 ハルカス・ドロー / デスマッチ・ビートル / 水面護り ハコフ / 蓄積された魔力の縛り。リソース循環を勝利状態へ変換できているかが差分確認点です。,価値増幅,2,自然単デンジャデオンに対して、リソースループが防御や打点へ変換できれば長期戦で差が出る可能性があります。,93,既知コンボ類似度が20未満で、構造接続が未確認;不足補助役割が残っている,連唱 ハルカス・ドロー / デスマッチ・ビートル / 水面護り ハコフ/蓄積された魔力の縛り,True,"[{'deck_name': '自然単デンジャデオン', 'format': 'ND', 'tier': 'Current', 'deck_type': 'ビッグマナ', 'meta_hit_score': 1, 'meta_hit_reason': '自然単デンジャデオンに対して、リソースループが防御や打点へ変換できれば長期戦で差が出る可能性があります。'}]"
route_seed loop_converted_win: リソース循環から勝利出力 #2,route_based,loop_converted_win,67,63,2,3,77,20,青単スコーラー 追加ターン連打,14,自然単デンジャデオン(ND/Tier Current),連唱 ハルカス・ドロー / デスマッチ・ビートル / 怪魔城 ポチョムキン,12,seed内の役割が重複しすぎている可能性,連唱 ハルカス・ドロー -> デスマッチ・ビートル -> 怪魔城 ポチョムキン -> loop_converted_win (resource_loop:+3 / hand:+1 / board:+1 / win_progress:+2),サーチ/ドロー,access_to_seed,研究検証候補です。 ただしスコア上限理由があります: 既知コンボ類似度が20未満で、構造接続が未確認;不足補助役割が残っている。 カード間の実接続、フォーマット適合、環境対面を確認してください。,route_seed_generator v1。plan=リソース循環から勝利出力。平均コスト=1.67 / 最大コスト=2。この候補は保存前にroute_candidate_evaluatorで現実補正してください。,1.67,青単スコーラー 追加ターン連打との共通点は限定的です。 pattern_type=価値増幅 / seed=連唱 ハルカス・ドロー / デスマッチ・ビートル / 怪魔城 ポチョムキン。リソース循環を勝利状態へ変換できているかが差分確認点です。,価値増幅,2,自然単デンジャデオンに対して、リソースループが防御や打点へ変換できれば長期戦で差が出る可能性があります。,99,既知コンボ類似度が20未満で、構造接続が未確認;不足補助役割が残っている,連唱 ハルカス・ドロー / デスマッチ・ビートル / 怪魔城 ポチョムキン,True,"[{'deck_name': '自然単デンジャデオン', 'format': 'ND', 'tier': 'Current', 'deck_type': 'ビッグマナ', 'meta_hit_score': 2, 'meta_hit_reason': '自然単デンジャデオンに対して、リソースループが防御や打点へ変換できれば長期戦で差が出る可能性があります。'}]"
route_seed loop_converted_win: リソース循環から勝利出力 #3,route_based,loop_converted_win,67,63,2,3,77,20,青単スコーラー 追加ターン連打,14,自然単デンジャデオン(ND/Tier Current),連唱 ハルカス・ドロー / デスマッチ・ビートル / 封魔ウェバリス,12,seed内の役割が重複しすぎている可能性,連唱 ハルカス・ドロー -> デスマッチ・ビートル -> 封魔ウェバリス -> loop_converted_win (resource_loop:+3 / hand:+1 / board:+1 / win_progress:+2),サーチ/ドロー,access_to_seed,研究検証候補です。 ただしスコア上限理由があります: 既知コンボ類似度が20未満で、構造接続が未確認;不足補助役割が残っている。 カード間の実接続、フォーマット適合、環境対面を確認してください。,route_seed_generator v1。plan=リソース循環から勝利出力。平均コスト=1.67 / 最大コスト=2。この候補は保存前にroute_candidate_evaluatorで現実補正してください。,1.67,青単スコーラー 追加ターン連打との共通点は限定的です。 pattern_type=価値増幅 / seed=連唱 ハルカス・ドロー / デスマッチ・ビートル / 封魔ウェバリス。リソース循環を勝利状態へ変換できているかが差分確認点です。,価値増幅,2,自然単デンジャデオンに対して、リソースループが防御や打点へ変換できれば長期戦で差が出る可能性があります。,99,既知コンボ類似度が20未満で、構造接続が未確認;不足補助役割が残っている,連唱 ハルカス・ドロー / デスマッチ・ビートル / 封魔ウェバリス,True,"[{'deck_name': '自然単デンジャデオン', 'format': 'ND', 'tier': 'Current', 'deck_type': 'ビッグマナ', 'meta_hit_score': 2, 'meta_hit_reason': '自然単デンジャデオンに対して、リソースループが防御や打点へ変換できれば長期戦で差が出る可能性があります。'}]"
route_seed loop_converted_win: リソース循環から勝利出力 #4,route_based,loop_converted_win,67,63,2,3,77,20,青単スコーラー 追加ターン連打,14,自然単デンジャデオン(ND/Tier Current),連唱 ハルカス・ドロー / デスマッチ・ビートル / 螺神兵ボロック,12,seed内の役割が重複しすぎている可能性,連唱 ハルカス・ドロー -> デスマッチ・ビートル -> 螺神兵ボロック -> loop_converted_win (resource_loop:+3 / hand:+1 / board:+1 / win_progress:+2),サーチ/ドロー,access_to_seed,研究検証候補です。 ただしスコア上限理由があります: 既知コンボ類似度が20未満で、構造接続が未確認;不足補助役割が残っている。 カード間の実接続、フォーマット適合、環境対面を確認してください。,route_seed_generator v1。plan=リソース循環から勝利出力。平均コスト=1.67 / 最大コスト=2。この候補は保存前にroute_candidate_evaluatorで現実補正してください。,1.67,青単スコーラー 追加ターン連打との共通点は限定的です。 pattern_type=価値増幅 / seed=連唱 ハルカス・ドロー / デスマッチ・ビートル / 螺神兵ボロック。リソース循環を勝利状態へ変換できているかが差分確認点です。,価値増幅,2,自然単デンジャデオンに対して、リソースループが防御や打点へ変換できれば長期戦で差が出る可能性があります。,99,既知コンボ類似度が20未満で、構造接続が未確認;不足補助役割が残っている,連唱 ハルカス・ドロー / デスマッチ・ビートル / 螺神兵ボロック,True,"[{'deck_name': '自然単デンジャデオン', 'format': 'ND', 'tier': 'Current', 'deck_type': 'ビッグマナ', 'meta_hit_score': 2, 'meta_hit_reason': '自然単デンジャデオンに対して、リソースループが防御や打点へ変換できれば長期戦で差が出る可能性があります。'}]"
route_seed loop_converted_win: リソース循環から勝利出力 #5,route_based,loop_converted_win,67,63,2,3,77,20,青単スコーラー 追加ターン連打,14,自然単デンジャデオン(ND/Tier Current),連唱 ハルカス・ドロー / デスマッチ・ビートル / 貝獣 ギューホ,12,seed内の役割が重複しすぎている可能性,連唱 ハルカス・ドロー -> デスマッチ・ビートル -> 貝獣 ギューホ -> loop_converted_win (resource_loop:+3 / hand:+1 / board:+1 / win_progress:+2),サーチ/ドロー,access_to_seed,研究検証候補です。 ただしスコア上限理由があります: 既知コンボ類似度が20未満で、構造接続が未確認;不足補助役割が残っている。 カード間の実接続、フォーマット適合、環境対面を確認してください。,route_seed_generator v1。plan=リソース循環から勝利出力。平均コスト=2.00 / 最大コスト=2。この候補は保存前にroute_candidate_evaluatorで現実補正してください。,2.0,青単スコーラー 追加ターン連打との共通点は限定的です。 pattern_type=価値増幅 / seed=連唱 ハルカス・ドロー / デスマッチ・ビートル / 貝獣 ギューホ。リソース循環を勝利状態へ変換できているかが差分確認点です。,価値増幅,2,自然単デンジャデオンに対して、リソースループが防御や打点へ変換できれば長期戦で差が出る可能性があります。,99,既知コンボ類似度が20未満で、構造接続が未確認;不足補助役割が残っている,連唱 ハルカス・ドロー / デスマッチ・ビートル / 貝獣 ギューホ,True,"[{'deck_name': '自然単デンジャデオン', 'format': 'ND', 'tier': 'Current', 'deck_type': 'ビッグマナ', 'meta_hit_score': 1, 'meta_hit_reason': '自然単デンジャデオンに対して、リソースループが防御や打点へ変換できれば長期戦で差が出る可能性があります。'}]"
route_seed loop_converted_win: リソース循環から勝利出力 #6,route_based,loop_converted_win,67,63,2,3,77,20,青単スコーラー 追加ターン連打,14,自然単デンジャデオン(ND/Tier Current),連唱 ハルカス・ドロー / デスマッチ・ビートル / 貝獣 マジュガイ,12,seed内の役割が重複しすぎている可能性,連唱 ハルカス・ドロー -> デスマッチ・ビートル -> 貝獣 マジュガイ -> loop_converted_win (resource_loop:+3 / hand:+1 / board:+1 / win_progress:+2),サーチ/ドロー,access_to_seed,研究検証候補です。 ただしスコア上限理由があります: 既知コンボ類似度が20未満で、構造接続が未確認;不足補助役割が残っている。 カード間の実接続、フォーマット適合、環境対面を確認してください。,route_seed_generator v1。plan=リソース循環から勝利出力。平均コスト=2.00 / 最大コスト=2。この候補は保存前にroute_candidate_evaluatorで現実補正してください。,2.0,青単スコーラー 追加ターン連打との共通点は限定的です。 pattern_type=価値増幅 / seed=連唱 ハルカス・ドロー / デスマッチ・ビートル / 貝獣 マジュガイ。リソース循環を勝利状態へ変換できているかが差分確認点です。,価値増幅,2,自然単デンジャデオンに対して、リソースループが防御や打点へ変換できれば長期戦で差が出る可能性があります。,99,既知コンボ類似度が20未満で、構造接続が未確認;不足補助役割が残っている,連唱 ハルカス・ドロー / デスマッチ・ビートル / 貝獣 マジュガイ,True,"[{'deck_name': '自然単デンジャデオン', 'format': 'ND', 'tier': 'Current', 'deck_type': 'ビッグマナ', 'meta_hit_score': 1, 'meta_hit_reason': '自然単デンジャデオンに対して、リソースループが防御や打点へ変換できれば長期戦で差が出る可能性があります。'}]"
route_seed loop_converted_win: リソース循環から勝利出力 #7,route_based,loop_converted_win,67,63,2,3,77,20,青単スコーラー 追加ターン連打,14,自然単デンジャデオン(ND/Tier Current),連唱 ハルカス・ドロー / デスマッチ・ビートル / オクトーパの相対性魔力講義,12,seed内の役割が重複しすぎている可能性,連唱 ハルカス・ドロー -> デスマッチ・ビートル -> オクトーパの相対性魔力講義 -> loop_converted_win (resource_loop:+3 / hand:+1 / board:+1 / win_progress:+2),サーチ/ドロー,access_to_seed,研究検証候補です。 ただしスコア上限理由があります: 既知コンボ類似度が20未満で、構造接続が未確認;不足補助役割が残っている。 カード間の実接続、フォーマット適合、環境対面を確認してください。,route_seed_generator v1。plan=リソース循環から勝利出力。平均コスト=2.00 / 最大コスト=2。この候補は保存前にroute_candidate_evaluatorで現実補正してください。,2.0,青単スコーラー 追加ターン連打との共通点は限定的です。 pattern_type=価値増幅 / seed=連唱 ハルカス・ドロー / デスマッチ・ビートル / オクトーパの相対性魔力講義。リソース循環を勝利状態へ変換できているかが差分確認点です。,価値増幅,2,自然単デンジャデオンに対して、リソースループが防御や打点へ変換できれば長期戦で差が出る可能性があります。,99,既知コンボ類似度が20未満で、構造接続が未確認;不足補助役割が残っている,連唱 ハルカス・ドロー / デスマッチ・ビートル / オクトーパの相対性魔力講義,True,"[{'deck_name': '自然単デンジャデオン', 'format': 'ND', 'tier': 'Current', 'deck_type': 'ビッグマナ', 'meta_hit_score': 1, 'meta_hit_reason': '自然単デンジャデオンに対して、リソースループが防御や打点へ変換できれば長期戦で差が出る可能性があります。'}]"
route_seed loop_converted_win: リソース循環から勝利出力 #8,route_based,loop_converted_win,67,63,2,3,77,28,青単スコーラー 追加ターン連打,14,,連唱 ハルカス・ドロー / 革命の水瓶 / 水面護り ハコフ / 蓄積された魔力の縛り,12,seed内の役割が重複しすぎている可能性,連唱 ハルカス・ドロー -> 革命の水瓶 -> 水面護り ハコフ/蓄積された魔力の縛り -> loop_converted_win (resource_loop:+3 / hand:+1 / board:+1 / win_progress:+2),サーチ/ドロー,access_to_seed,研究検証候補です。 ただしスコア上限理由があります: 既知コンボ類似度が20未満で、構造接続が未確認;刺さり候補環境デッキが未確認;不足補助役割が残っている。 カード間の実接続、フォーマット適合、環境対面を確認してください。,route_seed_generator v1。plan=リソース循環から勝利出力。平均コスト=1.67 / 最大コスト=2。この候補は保存前にroute_candidate_evaluatorで現実補正してください。,1.67,青単スコーラー 追加ターン連打との共通点は限定的です。 pattern_type=価値増幅 / seed=連唱 ハルカス・ドロー / 革命の水瓶 / 水面護り ハコフ / 蓄積された魔力の縛り。リソース循環を勝利状態へ変換できているかが差分確認点です。,価値増幅,2,,85,既知コンボ類似度が20未満で、構造接続が未確認;刺さり候補環境デッキが未確認;不足補助役割が残っている,連唱 ハルカス・ドロー / 革命の水瓶 / 水面護り ハコフ/蓄積された魔力の縛り,True,[]
route_seed loop_converted_win: リソース循環から勝利出力 #9,route_based,loop_converted_win,67,63,2,3,87,30,青単スコーラー 追加ターン連打,14,,連唱 ハルカス・ドロー / 革命の水瓶 / 怪魔城 ポチョムキン,12,seed内の役割が重複しすぎている可能性,連唱 ハルカス・ドロー -> 革命の水瓶 -> 怪魔城 ポチョムキン -> loop_converted_win (resource_loop:+3 / hand:+1 / board:+1 / win_progress:+2),サーチ/ドロー,access_to_seed,研究検証候補です。 ただしスコア上限理由があります: 既知コンボ類似度が20未満で、構造接続が未確認;刺さり候補環境デッキが未確認;不足補助役割が残っている。 カード間の実接続、フォーマット適合、環境対面を確認してください。,route_seed_generator v1。plan=リソース循環から勝利出力。平均コスト=1.67 / 最大コスト=2。この候補は保存前にroute_candidate_evaluatorで現実補正してください。,1.67,青単スコーラー 追加ターン連打との共通点は限定的です。 pattern_type=価値増幅 / seed=連唱 ハルカス・ドロー / 革命の水瓶 / 怪魔城 ポチョムキン。リソース循環を勝利状態へ変換できているかが差分確認点です。,価値増幅,2,,88,既知コンボ類似度が20未満で、構造接続が未確認;刺さり候補環境デッキが未確認;不足補助役割が残っている,連唱 ハルカス・ドロー / 革命の水瓶 / 怪魔城 ポチョムキン,True,[]
route_seed loop_converted_win: リソース循環から勝利出力 #10,route_based,loop_converted_win,67,63,2,3,87,20,青単スコーラー 追加ターン連打,14,,連唱 ハルカス・ドロー / 革命の水瓶 / 封魔ウェバリス,12,seed内の役割が重複しすぎている可能性,連唱 ハルカス・ドロー -> 革命の水瓶 -> 封魔ウェバリス -> loop_converted_win (resource_loop:+3 / hand:+1 / board:+1 / win_progress:+2),サーチ/ドロー,access_to_seed,研究検証候補です。 ただしスコア上限理由があります: 既知コンボ類似度が20未満で、構造接続が未確認;刺さり候補環境デッキが未確認;不足補助役割が残っている。 カード間の実接続、フォーマット適合、環境対面を確認してください。,route_seed_generator v1。plan=リソース循環から勝利出力。平均コスト=1.67 / 最大コスト=2。この候補は保存前にroute_candidate_evaluatorで現実補正してください。,1.67,青単スコーラー 追加ターン連打との共通点は限定的です。 pattern_type=価値増幅 / seed=連唱 ハルカス・ドロー / 革命の水瓶 / 封魔ウェバリス。リソース循環を勝利状態へ変換できているかが差分確認点です。,価値増幅,2,,90,既知コンボ類似度が20未満で、構造接続が未確認;刺さり候補環境デッキが未確認;不足補助役割が残っている,連唱 ハルカス・ドロー / 革命の水瓶 / 封魔ウェバリス,True,[]
route_seed opponent_deckout_win: 防御から相手山札圧力 #3,route_based,opponent_deckout_win,67,63,2,3,71,28,グスタフ 落城の計 拘束ループ,14,,水面護り ハコフ / 蓄積された魔力の縛り / 連唱 ハルカス・ドロー / SL機装パワフル・ナムロック,12,seed内の役割が重複しすぎている可能性,水面護り ハコフ/蓄積された魔力の縛り -> 連唱 ハルカス・ドロー -> SL機装パワフル・ナムロック -> opponent_deckout_win (defense:+2 / opponent_deck_pressure:+2 / disruption:+1 / opponent_action_lock:+1),サーチ/ドロー,access_to_seed,研究検証候補です。 ただしスコア上限理由があります: 既知コンボ類似度が20未満で、構造接続が未確認;刺さり候補環境デッキが未確認;不足補助役割が残っている。 カード間の実接続、フォーマット適合、環境対面を確認してください。,route_seed_generator v1。plan=防御から相手山札圧力。平均コスト=1.67 / 最大コスト=2。この候補は保存前にroute_candidate_evaluatorで現実補正してください。,1.67,グスタフ 落城の計 拘束ループとの共通点は限定的です。 pattern_type=ループ / seed=水面護り ハコフ / 蓄積された魔力の縛り / 連唱 ハルカス・ドロー / SL機装パワフル・ナムロック。相手山札圧力と自分の防御/山札切れ回避を両立できるかが差分確認点です。,ループ,2,,84,既知コンボ類似度が20未満で、構造接続が未確認;刺さり候補環境デッキが未確認;不足補助役割が残っている,水面護り ハコフ/蓄積された魔力の縛り / 連唱 ハルカス・ドロー / SL機装パワフル・ナムロック,True,[]
